2025-06-25T15:30:30.826529,demo1,21.8,22.7
2025-06-25T15:30:31.126652,demo1,0.0,22.7
2025-06-25T15:30:31.426539,demo1,3.3,22.7
2025-06-25T15:30:31.726704,demo1,3.3,22.7
2025-06-25T15:30:32.026715,demo1,1.7,22.7
2025-06-25T15:30:32.326735,demo1,0.0,22.7
2025-06-25T15:30:32.626763,demo1,3.3,22.7
2025-06-25T15:30:32.926678,demo1,1.7,22.7
2025-06-25T15:30:33.226705,demo1,1.7,22.7
2025-06-25T15:30:33.526751,demo1,1.7,22.6
2025-06-25T15:30:33.826678,demo1,1.7,22.6
2025-06-25T15:30:34.126743,demo1,1.7,22.6
2025-06-25T15:30:34.427020,demo1,1.7,22.6
2025-06-25T15:30:34.726622,demo1,3.3,22.6
2025-06-25T15:30:35.026564,demo1,0.0,22.6
2025-06-25T15:30:35.326503,demo1,1.7,22.6
2025-06-25T15:30:35.626539,demo1,1.7,22.6
2025-06-25T15:30:35.926601,demo1,1.7,22.6
2025-06-25T15:30:36.226536,demo1,1.7,22.6
2025-06-25T15:30:36.526506,demo1,0.0,22.6
2025-06-25T15:30:36.826460,demo1,3.3,22.6
2025-06-25T15:30:37.126708,demo1,1.7,22.6
2025-06-25T15:30:37.426576,demo1,1.7,22.6
2025-06-25T15:30:37.726470,demo1,3.3,22.6
2025-06-25T15:30:38.026322,demo1,1.7,22.6
2025-06-25T15:30:38.326445,demo1,1.7,22.6
2025-06-25T15:30:38.626610,demo1,1.7,22.6
2025-06-25T15:30:38.926496,demo1,1.7,22.6
2025-06-25T15:30:39.226574,demo1,1.7,22.6
2025-06-25T15:30:39.526676,demo1,3.3,22.6
2025-06-25T15:30:39.826514,demo1,3.3,22.6
2025-06-25T15:30:40.126572,demo1,0.0,22.6
2025-06-25T15:30:40.426498,demo1,1.7,22.6
2025-06-25T15:30:40.726575,demo1,1.7,22.6
2025-06-25T15:30:41.026529,demo1,0.0,22.6
2025-06-25T15:30:41.326591,demo1,1.7,22.6
2025-06-25T15:30:41.626599,demo1,3.3,22.6
2025-06-25T15:30:41.926516,demo1,0.0,22.6
2025-06-25T15:30:42.226461,demo1,1.7,22.6
2025-06-25T15:30:42.526489,demo1,3.4,22.6
2025-06-25T15:30:42.826561,demo1,1.7,22.6
2025-06-25T15:30:43.126690,demo1,1.7,22.6
2025-06-25T15:30:43.426578,demo1,31.1,22.6
2025-06-25T15:30:43.726743,demo1,6.9,22.6
2025-06-25T15:30:44.026678,demo1,3.3,22.6
2025-06-25T15:30:44.326940,demo1,1.7,22.6
2025-06-25T15:30:44.626513,demo1,0.0,22.6
2025-06-25T15:30:44.926615,demo1,3.3,22.6
2025-06-25T15:30:45.226515,demo1,0.0,22.6
2025-06-25T15:30:45.526848,demo1,1.7,22.6
2025-06-25T15:30:45.826825,demo1,1.7,22.6
2025-06-25T15:30:46.126733,demo1,3.3,22.6
2025-06-25T15:30:46.426693,demo1,1.7,22.6
2025-06-25T15:30:46.726504,demo1,0.0,22.6
2025-06-25T15:30:47.026697,demo1,1.7,22.6
2025-06-25T15:30:47.326719,demo1,0.0,22.6
2025-06-25T15:30:47.626573,demo1,7.9,22.6
2025-06-25T15:30:47.926596,demo1,0.0,22.6
2025-06-25T15:30:48.226674,demo1,1.7,22.6
2025-06-25T15:30:48.526481,demo1,1.7,22.6
2025-06-25T15:30:48.826709,demo1,1.7,22.6
2025-06-25T15:30:49.126513,demo1,1.7,22.6
2025-06-25T15:30:49.426731,demo1,0.0,22.6
2025-06-25T15:30:49.726717,demo1,1.7,22.6
2025-06-25T15:30:50.026614,demo1,1.7,22.6
2025-06-25T15:30:50.326702,demo1,3.3,22.6
2025-06-25T15:30:50.626718,demo1,3.3,22.6
2025-06-25T15:30:50.926793,demo1,1.7,22.6
2025-06-25T15:30:51.226670,demo1,1.7,22.6
2025-06-25T15:30:51.526588,demo1,0.0,22.6
2025-06-25T15:30:51.826718,demo1,3.3,22.6
2025-06-25T15:30:52.126660,demo1,1.7,22.6
2025-06-25T15:30:52.426690,demo1,0.0,22.6
2025-06-25T15:30:52.726704,demo1,1.7,22.6
2025-06-25T15:30:53.026622,demo1,0.0,22.6
2025-06-25T15:30:53.326753,demo1,3.3,22.6
2025-06-25T15:30:53.626654,demo1,1.7,22.6
2025-06-25T15:30:53.926671,demo1,0.0,22.6
2025-06-25T15:30:54.226793,demo1,3.3,22.6
2025-06-25T15:30:54.526737,demo1,3.3,22.6
2025-06-25T15:30:54.826686,demo1,1.7,22.6
2025-06-25T15:30:55.126700,demo1,1.7,22.6
2025-06-25T15:30:55.426712,demo1,3.4,22.6
2025-06-25T15:30:55.726703,demo1,1.7,22.6
2025-06-25T15:30:56.026835,demo1,1.7,22.6
2025-06-25T15:30:56.326855,demo1,0.0,22.6
2025-06-25T15:30:56.626692,demo1,3.3,22.6
2025-06-25T15:30:56.926994,demo1,1.7,22.6
2025-06-25T15:30:57.226661,demo1,1.7,22.6
2025-06-25T15:30:57.526689,demo1,1.7,22.6
2025-06-25T15:30:57.826881,demo1,1.7,22.6
2025-06-25T15:30:58.126749,demo1,1.7,22.6
2025-06-25T15:30:58.426742,demo1,1.7,22.6
2025-06-25T15:30:58.726574,demo1,1.7,22.6
2025-06-25T15:30:59.026698,demo1,1.7,22.6
2025-06-25T15:30:59.326638,demo1,1.7,22.6
2025-06-25T15:30:59.626609,demo1,0.0,22.6
2025-06-25T15:30:59.926606,demo1,3.3,22.6
2025-06-25T15:31:00.226623,demo1,0.0,22.6
2025-06-25T15:31:00.526592,demo1,3.3,22.6
2025-06-25T15:31:00.826621,demo1,1.7,22.6
2025-06-25T15:31:01.126427,demo1,0.0,22.6
2025-06-25T15:31:01.426546,demo1,1.7,22.6
2025-06-25T15:31:01.726706,demo1,0.0,22.6
2025-06-25T15:31:02.026724,demo1,3.3,22.6
2025-06-25T15:31:02.326604,demo1,1.7,22.6
2025-06-25T15:31:02.626727,demo1,0.0,22.6
2025-06-25T15:31:02.926676,demo1,3.3,22.6
2025-06-25T15:31:03.226654,demo1,1.7,22.6
2025-06-25T15:31:03.526644,demo1,1.7,22.6
2025-06-25T15:31:03.826721,demo1,0.0,22.6
2025-06-25T15:31:04.126606,demo1,3.3,22.6
2025-06-25T15:31:04.426690,demo1,1.7,22.6
2025-06-25T15:31:04.726603,demo1,0.0,22.6
2025-06-25T15:31:05.026575,demo1,3.3,22.6
2025-06-25T15:31:05.326660,demo1,0.0,22.6
2025-06-25T15:31:05.626639,demo1,1.7,22.6
2025-06-25T15:31:05.926505,demo1,0.0,22.6
2025-06-25T15:31:06.226690,demo1,1.7,22.6
2025-06-25T15:31:06.526540,demo1,0.0,22.6
2025-06-25T15:31:06.826495,demo1,1.7,22.6
2025-06-25T15:31:07.126571,demo1,1.7,22.6
2025-06-25T15:31:07.426503,demo1,1.7,22.6
2025-06-25T15:31:07.726523,demo1,1.7,22.6
2025-06-25T15:31:08.026510,demo1,0.0,22.6
2025-06-25T15:31:08.326730,demo1,1.7,22.6
2025-06-25T15:31:08.626828,demo1,3.3,22.6
2025-06-25T15:31:08.926828,demo1,1.7,22.6
2025-06-25T15:31:09.226818,demo1,0.0,22.6
2025-06-25T15:31:09.526669,demo1,4.9,22.6
2025-06-25T15:31:09.826722,demo1,3.3,22.6
2025-06-25T15:31:10.126624,demo1,1.7,22.6
2025-06-25T15:31:10.426582,demo1,0.0,22.6
2025-06-25T15:31:10.726500,demo1,1.7,22.6
2025-06-25T15:31:11.026545,demo1,1.7,22.6
2025-06-25T15:31:11.326521,demo1,0.0,22.6
2025-06-25T15:31:11.626558,demo1,1.7,22.6
2025-06-25T15:31:11.926662,demo1,0.0,22.6
2025-06-25T15:31:12.226846,demo1,1.7,22.6
2025-06-25T15:31:12.526655,demo1,4.9,22.6
2025-06-25T15:31:12.826634,demo1,1.7,22.6
2025-06-25T15:31:13.126802,demo1,0.0,22.6
2025-06-25T15:31:13.426925,demo1,1.7,22.6
2025-06-25T15:31:13.726663,demo1,1.7,22.6
2025-06-25T15:31:14.026709,demo1,3.3,22.6
2025-06-25T15:31:14.326844,demo1,1.7,22.6
2025-06-25T15:31:14.627067,demo1,1.7,22.6
2025-06-25T15:31:14.926694,demo1,0.0,22.6
2025-06-25T15:31:15.226606,demo1,3.3,22.6
2025-06-25T15:31:15.526440,demo1,1.7,22.6
