Time,CPU,Memory,CPU_roll,CPU_slope,Mem_roll,Mem_slope,CPU_norm,Memory_norm,CPU_roll_norm,Mem_roll_norm
15.501,1.0,22.2,1.0,0.0,22.23,-0.005,0.01,0.09803921568627448,0.007911683532658694,0.09677419354838697
16.0,1.0,22.2,1.0,0.048,22.22,-0.005,0.01,0.09803921568627448,0.007911683532658694,0.09462365591397803
16.5,0.0,22.2,1.0,-0.048,22.22,-0.005,0.0,0.09803921568627448,0.007911683532658694,0.09462365591397803
17.001,2.0,22.2,1.05,0.048,22.21,-0.005,0.02,0.09803921568627448,0.008831646734130637,0.09247311827956986
17.501,1.0,22.2,1.05,0.0,22.21,-0.005,0.01,0.09803921568627448,0.008831646734130637,0.09247311827956986
18.0,1.0,22.2,1.05,0.0,22.2,-0.005,0.01,0.09803921568627448,0.008831646734130637,0.09032258064516092
18.501,0.0,22.2,1.0,-0.048,22.2,0.0,0.0,0.09803921568627448,0.007911683532658694,0.09032258064516092
19.001,2.0,22.2,1.05,0.048,22.2,0.0,0.02,0.09803921568627448,0.008831646734130637,0.09032258064516092
19.501,1.0,22.2,1.05,0.048,22.2,0.0,0.01,0.09803921568627448,0.008831646734130637,0.09032258064516092
20.001,1.0,22.2,1.1,-0.048,22.2,0.0,0.01,0.09803921568627448,0.009751609935602578,0.09032258064516092
20.501,0.0,22.2,1.0,-0.048,22.2,0.0,0.0,0.09803921568627448,0.007911683532658694,0.09032258064516092
21.0,1.0,22.2,1.0,-0.048,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
21.501,2.0,22.2,1.0,0.0,22.2,0.0,0.02,0.09803921568627448,0.007911683532658694,0.09032258064516092
22.001,0.0,22.2,0.9,0.0,22.2,0.0,0.0,0.09803921568627448,0.006071757129714812,0.09032258064516092
22.501,3.9,22.2,1.09,0.09,22.2,0.0,0.039,0.09803921568627448,0.00956761729530819,0.09032258064516092
23.001,13.3,22.2,1.63,0.586,22.2,0.0,0.133,0.09803921568627448,0.019503219871205152,0.09032258064516092
23.5,2.0,22.2,1.68,0.095,22.2,0.0,0.02,0.09803921568627448,0.02042318307267709,0.09032258064516092
24.001,0.0,22.2,1.68,-0.048,22.2,0.0,0.0,0.09803921568627448,0.02042318307267709,0.09032258064516092
24.501,1.0,22.2,1.68,0.0,22.2,0.0,0.01,0.09803921568627448,0.02042318307267709,0.09032258064516092
25.001,1.0,22.2,1.68,0.0,22.2,0.0,0.01,0.09803921568627448,0.02042318307267709,0.09032258064516092
25.501,1.0,22.2,1.68,0.0,22.2,0.0,0.01,0.09803921568627448,0.02042318307267709,0.09032258064516092
26.001,2.0,22.2,1.72,0.048,22.2,0.0,0.02,0.09803921568627448,0.021159153633854642,0.09032258064516092
26.501,0.0,22.2,1.68,0.0,22.2,0.0,0.0,0.09803921568627448,0.02042318307267709,0.09032258064516092
27.001,2.0,22.2,1.77,0.0,22.2,0.0,0.02,0.09803921568627448,0.02207911683532659,0.09032258064516092
27.501,0.0,22.2,1.68,-0.048,22.2,0.0,0.0,0.09803921568627448,0.02042318307267709,0.09032258064516092
28.001,1.0,22.2,1.68,0.0,22.2,0.0,0.01,0.09803921568627448,0.02042318307267709,0.09032258064516092
28.501,2.0,22.2,1.72,0.095,22.2,0.0,0.02,0.09803921568627448,0.021159153633854642,0.09032258064516092
29.001,1.0,22.2,1.77,-0.048,22.2,0.0,0.01,0.09803921568627448,0.02207911683532659,0.09032258064516092
29.501,0.0,22.2,1.68,-0.048,22.2,0.0,0.0,0.09803921568627448,0.02042318307267709,0.09032258064516092
30.001,1.0,22.2,1.68,0.0,22.2,0.0,0.01,0.09803921568627448,0.02042318307267709,0.09032258064516092
30.501,1.0,22.2,1.68,0.048,22.2,0.0,0.01,0.09803921568627448,0.02042318307267709,0.09032258064516092
31.001,1.0,22.2,1.72,0.0,22.2,0.0,0.01,0.09803921568627448,0.021159153633854642,0.09032258064516092
31.501,0.0,22.2,1.68,-0.095,22.2,0.0,0.0,0.09803921568627448,0.02042318307267709,0.09032258064516092
32.001,1.0,22.2,1.63,0.048,22.2,0.0,0.01,0.09803921568627448,0.019503219871205152,0.09032258064516092
32.501,2.0,22.2,1.72,-0.09,22.2,0.0,0.02,0.09803921568627448,0.021159153633854642,0.09032258064516092
33.001,0.0,22.2,1.54,-0.633,22.2,0.0,0.0,0.09803921568627448,0.017847286108555658,0.09032258064516092
33.501,1.0,22.2,0.95,-0.048,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
34.0,0.0,22.2,0.86,0.0,22.2,0.0,0.0,0.09803921568627448,0.005335786568537259,0.09032258064516092
34.501,1.0,22.2,0.9,0.0,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
35.001,1.0,22.2,0.9,0.0,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
35.501,2.0,22.2,0.95,0.048,22.2,0.0,0.02,0.09803921568627448,0.006991720331186752,0.09032258064516092
36.001,0.0,22.2,0.9,-0.095,22.2,0.0,0.0,0.09803921568627448,0.006071757129714812,0.09032258064516092
36.501,1.0,22.2,0.86,0.048,22.2,0.0,0.01,0.09803921568627448,0.005335786568537259,0.09032258064516092
37.0,2.0,22.2,0.95,0.0,22.2,0.0,0.02,0.09803921568627448,0.006991720331186752,0.09032258064516092
37.501,2.0,22.2,0.95,0.095,22.2,0.0,0.02,0.09803921568627448,0.006991720331186752,0.09032258064516092
38.0,0.0,22.2,0.95,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006991720331186752,0.09032258064516092
38.501,1.0,22.2,0.95,-0.048,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
39.001,0.0,22.2,0.86,-0.048,22.2,0.0,0.0,0.09803921568627448,0.005335786568537259,0.09032258064516092
39.501,1.0,22.2,0.86,0.048,22.2,0.0,0.01,0.09803921568627448,0.005335786568537259,0.09032258064516092
40.001,1.0,22.2,0.9,0.0,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
40.501,1.0,22.2,0.9,0.0,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
41.001,1.0,22.2,0.9,0.0,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
41.501,1.0,22.2,0.9,0.048,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
42.001,0.0,22.2,0.9,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006071757129714812,0.09032258064516092
42.501,1.0,22.2,0.9,-0.048,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
43.001,2.0,22.2,0.9,0.095,22.2,0.0,0.02,0.09803921568627448,0.006071757129714812,0.09032258064516092
43.501,0.0,22.2,0.9,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006071757129714812,0.09032258064516092
44.001,1.0,22.2,0.9,0.048,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
44.501,1.0,22.2,0.95,0.0,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
45.001,2.0,22.2,1.0,0.048,22.2,0.0,0.02,0.09803921568627448,0.007911683532658694,0.09032258064516092
45.501,0.0,22.2,0.95,-0.095,22.2,0.0,0.0,0.09803921568627448,0.006991720331186752,0.09032258064516092
46.001,1.0,22.2,0.9,0.048,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
46.5,2.0,22.2,1.0,0.048,22.2,0.0,0.02,0.09803921568627448,0.007911683532658694,0.09032258064516092
47.0,1.0,22.2,1.0,-0.048,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
47.5,1.0,22.2,0.95,-0.048,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
48.001,1.0,22.2,0.9,0.048,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
48.501,1.0,22.2,0.95,0.0,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
49.001,1.0,22.2,0.95,0.048,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
49.501,1.0,22.2,1.0,0.0,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
50.001,1.0,22.2,1.0,0.0,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
50.501,0.0,22.2,0.95,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006991720331186752,0.09032258064516092
51.001,2.0,22.2,1.0,0.048,22.2,0.0,0.02,0.09803921568627448,0.007911683532658694,0.09032258064516092
51.5,1.0,22.2,1.0,0.0,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
52.001,0.0,22.2,0.95,0.0,22.2,0.0,0.0,0.09803921568627448,0.006991720331186752,0.09032258064516092
52.501,1.0,22.2,1.0,0.0,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
53.0,1.0,22.2,1.0,-0.048,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
53.501,1.0,22.2,0.95,0.048,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
54.001,0.0,22.2,0.95,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006991720331186752,0.09032258064516092
54.501,2.0,22.2,1.0,0.048,22.2,0.0,0.02,0.09803921568627448,0.007911683532658694,0.09032258064516092
55.001,0.0,22.2,0.95,-0.095,22.2,0.0,0.0,0.09803921568627448,0.006991720331186752,0.09032258064516092
55.501,2.0,22.2,0.95,0.095,22.2,0.0,0.02,0.09803921568627448,0.006991720331186752,0.09032258064516092
56.001,1.0,22.2,1.0,0.0,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
56.501,1.0,22.2,1.0,-0.048,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
57.001,1.0,22.2,0.95,0.0,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
57.501,1.0,22.2,0.95,0.0,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
58.001,2.0,22.2,1.0,0.048,22.2,0.0,0.02,0.09803921568627448,0.007911683532658694,0.09032258064516092
58.501,0.0,22.2,0.95,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006991720331186752,0.09032258064516092
59.001,1.0,22.2,0.95,0.0,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
59.501,2.0,22.2,1.0,0.048,22.2,0.0,0.02,0.09803921568627448,0.007911683532658694,0.09032258064516092
60.001,0.0,22.2,0.95,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006991720331186752,0.09032258064516092
60.501,1.0,22.2,0.95,0.048,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
61.001,1.0,22.2,1.0,-0.048,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
61.501,0.0,22.2,0.9,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006071757129714812,0.09032258064516092
62.0,2.0,22.2,0.95,0.095,22.2,0.0,0.02,0.09803921568627448,0.006991720331186752,0.09032258064516092
62.5,0.0,22.2,0.95,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006991720331186752,0.09032258064516092
63.001,1.0,22.2,0.95,0.0,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
63.501,0.0,22.2,0.9,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006071757129714812,0.09032258064516092
64.001,2.0,22.2,0.95,0.095,22.2,0.0,0.02,0.09803921568627448,0.006991720331186752,0.09032258064516092
64.501,2.0,22.2,1.05,0.0,22.2,0.0,0.02,0.09803921568627448,0.008831646734130637,0.09032258064516092
65.001,2.0,22.2,1.05,0.095,22.2,0.0,0.02,0.09803921568627448,0.008831646734130637,0.09032258064516092
65.501,1.0,22.2,1.1,-0.048,22.2,0.0,0.01,0.09803921568627448,0.009751609935602578,0.09032258064516092
66.0,0.0,22.2,1.0,-0.048,22.2,0.0,0.0,0.09803921568627448,0.007911683532658694,0.09032258064516092
66.501,1.0,22.2,1.0,0.0,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
67.0,0.0,22.2,0.95,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006991720331186752,0.09032258064516092
67.501,1.0,22.2,0.95,0.0,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
68.001,1.0,22.2,0.95,-0.048,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
68.501,1.0,22.2,0.9,0.048,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
69.001,1.0,22.2,0.95,0.0,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
69.501,2.0,22.2,1.0,0.0,22.2,0.0,0.02,0.09803921568627448,0.007911683532658694,0.09032258064516092
70.0,2.0,22.2,1.0,0.095,22.2,0.0,0.02,0.09803921568627448,0.007911683532658694,0.09032258064516092
70.5,0.0,22.2,1.0,-0.048,22.2,0.0,0.0,0.09803921568627448,0.007911683532658694,0.09032258064516092
71.0,0.0,22.2,0.95,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006991720331186752,0.09032258064516092
71.501,1.0,22.2,0.95,0.048,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
72.001,1.0,22.2,1.0,-0.048,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
72.501,0.0,22.2,0.9,0.0,22.2,0.0,0.0,0.09803921568627448,0.006071757129714812,0.09032258064516092
73.001,1.0,22.2,0.95,0.0,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
73.501,2.0,22.2,1.0,0.095,22.2,0.0,0.02,0.09803921568627448,0.007911683532658694,0.09032258064516092
74.001,0.0,22.2,1.0,-0.095,22.2,0.0,0.0,0.09803921568627448,0.007911683532658694,0.09032258064516092
74.5,1.0,22.2,0.95,-0.048,22.2,0.0,0.01,0.09803921568627448,0.006991720331186752,0.09032258064516092
75.001,0.0,22.2,0.86,-0.095,22.2,0.0,0.0,0.09803921568627448,0.005335786568537259,0.09032258064516092
75.501,1.0,22.2,0.81,0.0,22.2,0.0,0.01,0.09803921568627448,0.004415823367065319,0.09032258064516092
76.001,1.0,22.2,0.81,0.048,22.2,0.0,0.01,0.09803921568627448,0.004415823367065319,0.09032258064516092
76.501,2.0,22.2,0.9,0.048,22.2,0.0,0.02,0.09803921568627448,0.006071757129714812,0.09032258064516092
77.001,1.0,22.2,0.9,0.048,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
77.5,0.0,22.2,0.9,-0.048,22.2,0.0,0.0,0.09803921568627448,0.006071757129714812,0.09032258064516092
78.0,1.0,22.2,0.9,0.0,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
78.501,1.0,22.2,0.9,0.0,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
79.0,1.0,22.2,0.9,0.0,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
79.5,1.0,22.2,0.9,-0.048,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
80.0,1.0,22.2,0.86,-0.048,22.2,0.0,0.01,0.09803921568627448,0.005335786568537259,0.09032258064516092
80.5,1.0,22.2,0.81,0.048,22.2,0.0,0.01,0.09803921568627448,0.004415823367065319,0.09032258064516092
81.0,1.0,22.2,0.86,0.048,22.2,0.0,0.01,0.09803921568627448,0.005335786568537259,0.09032258064516092
81.501,0.0,22.2,0.86,-0.048,22.2,0.0,0.0,0.09803921568627448,0.005335786568537259,0.09032258064516092
82.0,2.0,22.2,0.9,0.048,22.2,0.0,0.02,0.09803921568627448,0.006071757129714812,0.09032258064516092
82.501,1.0,22.2,0.9,0.048,22.2,0.0,0.01,0.09803921568627448,0.006071757129714812,0.09032258064516092
83.001,13.0,22.2,1.52,0.571,22.2,0.0,0.13,0.09803921568627448,0.017479300827966882,0.09032258064516092
83.501,0.0,22.2,1.48,-0.095,22.2,0.0,0.0,0.09803921568627448,0.016743330266789327,0.09032258064516092
84.001,2.0,22.2,1.48,0.095,22.2,0.0,0.02,0.09803921568627448,0.016743330266789327,0.09032258064516092
84.501,1.0,22.2,1.52,0.0,22.2,0.0,0.01,0.09803921568627448,0.017479300827966882,0.09032258064516092
85.001,1.0,22.2,1.52,0.048,22.2,0.0,0.01,0.09803921568627448,0.017479300827966882,0.09032258064516092
85.501,0.0,22.2,1.52,-0.048,22.2,0.0,0.0,0.09803921568627448,0.017479300827966882,0.09032258064516092
86.001,1.0,22.2,1.52,0.0,22.2,0.0,0.01,0.09803921568627448,0.017479300827966882,0.09032258064516092
86.501,1.0,22.2,1.52,-0.048,22.2,0.0,0.01,0.09803921568627448,0.017479300827966882,0.09032258064516092
87.001,1.0,22.2,1.48,0.0,22.2,0.0,0.01,0.09803921568627448,0.016743330266789327,0.09032258064516092
87.501,1.0,22.2,1.48,0.048,22.2,0.0,0.01,0.09803921568627448,0.016743330266789327,0.09032258064516092
88.001,1.0,22.2,1.52,0.0,22.2,0.0,0.01,0.09803921568627448,0.017479300827966882,0.09032258064516092
88.5,4.0,22.2,1.67,0.143,22.2,0.0,0.04,0.09803921568627448,0.020239190432382707,0.09032258064516092
89.0,3.0,22.3,1.76,0.095,22.2,0.005,0.03,0.11764705882352966,0.021895124195032197,0.09032258064516092
89.5,15.3,22.3,2.44,0.681,22.21,0.005,0.153,0.11764705882352966,0.0344066237350506,0.09247311827956986
90.001,1.0,22.3,2.44,0.0,22.21,0.005,0.01,0.11764705882352966,0.0344066237350506,0.09247311827956986
0.501,27.7,22.2,27.7,0.0,22.2,0.0,0.27699999999999997,0.09803921568627448,0.4991720331186752,0.09032258064516092
1.001,4.0,22.2,15.85,-11.85,22.2,0.0,0.04,0.09803921568627448,0.28114075436982516,0.09032258064516092
1.501,1.0,22.2,10.9,-8.9,22.2,0.0,0.01,0.09803921568627448,0.19006439742410303,0.09032258064516092
2.001,2.0,22.2,8.68,-6.425,22.2,0.0,0.02,0.09803921568627448,0.14921803127874883,0.09032258064516092
2.501,3.1,22.2,7.56,-4.92,22.2,0.0,0.031,0.09803921568627448,0.12861085556577737,0.09032258064516092
3.001,8.0,22.3,7.63,-3.283,22.22,0.017,0.08,0.11764705882352966,0.12989880404783807,0.09462365591397803
3.501,2.0,22.3,6.83,-3.671,22.23,0.014,0.02,0.11764705882352966,0.11517939282428702,0.09677419354838697
4.001,1.0,22.3,6.1,-3.337,22.24,0.013,0.01,0.11764705882352966,0.10174793008279667,0.09892473118279514
4.501,1.0,22.3,5.53,-2.967,22.24,0.011,0.01,0.11764705882352966,0.09126034958601656,0.09892473118279514
5.001,1.0,22.3,5.08,-2.67,22.25,0.01,0.01,0.11764705882352966,0.08298068077276909,0.10107526881720409
5.501,1.0,22.3,4.71,-2.427,22.25,0.009,0.01,0.11764705882352966,0.07617295308187672,0.10107526881720409
6.001,1.0,22.3,4.4,-2.225,22.26,0.008,0.01,0.11764705882352966,0.0704691812327507,0.10322580645161303
6.501,0.0,22.3,4.06,-2.131,22.26,0.008,0.0,0.11764705882352966,0.06421343146274149,0.10322580645161303
7.001,1.0,22.3,3.84,-1.907,22.26,0.007,0.01,0.11764705882352966,0.060165593376264946,0.10322580645161303
7.501,1.0,22.3,3.65,-1.78,22.27,0.007,0.01,0.11764705882352966,0.05666973321067157,0.1053763440860212
8.001,0.0,22.3,3.42,-1.731,22.27,0.006,0.0,0.11764705882352966,0.05243790248390064,0.1053763440860212
8.501,1.0,22.3,3.28,-1.571,22.27,0.006,0.01,0.11764705882352966,0.04986200551977921,0.1053763440860212
9.001,2.0,22.2,3.21,-1.428,22.27,0.0,0.02,0.09803921568627448,0.04857405703771849,0.1053763440860212
9.501,1.0,22.2,3.09,-1.405,22.26,0.0,0.01,0.09803921568627448,0.04636614535418583,0.10322580645161303
10.001,0.0,22.2,2.94,-1.385,22.26,0.0,0.0,0.09803921568627448,0.04360625574977001,0.10322580645161303
10.501,1.0,22.2,2.85,-1.271,22.26,0.0,0.01,0.09803921568627448,0.041950321987120516,0.10322580645161303
11.001,2.0,22.2,1.62,-0.095,22.26,0.0,0.02,0.09803921568627448,0.019319227230910768,0.10322580645161303
11.501,1.0,22.2,1.48,0.0,22.26,0.0,0.01,0.09803921568627448,0.016743330266789327,0.10322580645161303
12.001,1.0,22.2,1.48,-0.048,22.26,0.0,0.01,0.09803921568627448,0.016743330266789327,0.10322580645161303
12.501,2.0,22.2,1.48,-0.052,22.26,0.0,0.02,0.09803921568627448,0.016743330266789327,0.10322580645161303
13.001,0.0,22.2,1.33,-0.381,22.26,-0.005,0.0,0.09803921568627448,0.013983440662373506,0.10322580645161303
13.501,1.0,22.2,1.0,-0.048,22.25,-0.005,0.01,0.09803921568627448,0.007911683532658694,0.10107526881720409
14.001,1.0,22.2,0.95,0.0,22.25,-0.005,0.01,0.09803921568627448,0.006991720331186752,0.10107526881720409
14.501,2.0,22.2,1.0,0.048,22.24,-0.005,0.02,0.09803921568627448,0.007911683532658694,0.09892473118279514
15.001,1.0,22.2,1.0,0.0,22.24,-0.005,0.01,0.09803921568627448,0.007911683532658694,0.09892473118279514
15.501,2.0,22.2,1.05,0.048,22.23,-0.005,0.02,0.09803921568627448,0.008831646734130637,0.09677419354838697
16.001,0.0,22.2,1.0,-0.048,22.23,-0.005,0.0,0.09803921568627448,0.007911683532658694,0.09677419354838697
16.501,1.0,22.2,1.0,0.048,22.22,-0.005,0.01,0.09803921568627448,0.007911683532658694,0.09462365591397803
17.001,1.0,22.2,1.05,0.0,22.22,-0.005,0.01,0.09803921568627448,0.008831646734130637,0.09462365591397803
17.501,4.0,22.2,1.19,0.143,22.21,-0.005,0.04,0.09803921568627448,0.01140754369825207,0.09247311827956986
18.001,0.0,22.2,1.14,0.0,22.21,-0.005,0.0,0.09803921568627448,0.010487580496780127,0.09247311827956986
18.501,1.0,22.2,1.19,0.0,22.2,-0.005,0.01,0.09803921568627448,0.01140754369825207,0.09032258064516092
19.001,2.0,22.2,1.24,0.0,22.2,0.0,0.02,0.09803921568627448,0.01232750689972401,0.09032258064516092
19.501,1.0,22.2,1.19,0.0,22.2,0.0,0.01,0.09803921568627448,0.01140754369825207,0.09032258064516092
20.001,0.0,22.2,1.14,0.0,22.2,0.0,0.0,0.09803921568627448,0.010487580496780127,0.09032258064516092
20.501,1.0,22.2,1.19,0.0,22.2,0.0,0.01,0.09803921568627448,0.01140754369825207,0.09032258064516092
21.001,0.0,22.2,1.14,-0.095,22.2,0.0,0.0,0.09803921568627448,0.010487580496780127,0.09032258064516092
21.501,1.0,22.2,1.1,0.0,22.2,0.0,0.01,0.09803921568627448,0.009751609935602578,0.09032258064516092
22.001,2.0,22.2,1.14,0.048,22.2,0.0,0.02,0.09803921568627448,0.010487580496780127,0.09032258064516092
22.501,1.0,22.2,1.14,-0.048,22.2,0.0,0.01,0.09803921568627448,0.010487580496780127,0.09032258064516092
23.001,0.0,22.2,1.05,0.0,22.2,0.0,0.0,0.09803921568627448,0.008831646734130637,0.09032258064516092
23.501,1.0,22.2,1.1,0.0,22.2,0.0,0.01,0.09803921568627448,0.009751609935602578,0.09032258064516092
24.001,2.0,22.2,1.14,0.048,22.2,0.0,0.02,0.09803921568627448,0.010487580496780127,0.09032258064516092
24.501,1.0,22.2,1.14,-0.048,22.2,0.0,0.01,0.09803921568627448,0.010487580496780127,0.09032258064516092
25.001,0.0,22.2,1.05,-0.048,22.2,0.0,0.0,0.09803921568627448,0.008831646734130637,0.09032258064516092
25.501,1.0,22.2,1.05,-0.048,22.2,0.0,0.01,0.09803921568627448,0.008831646734130637,0.09032258064516092
26.001,1.0,22.2,1.0,0.048,22.2,0.0,0.01,0.09803921568627448,0.007911683532658694,0.09032258064516092
